year,month,day,hour,Surface net solar radiation,Surface pressure,2 metre temperature,10 metre V wind component,2 metre dewpoint temperature,10 metre U wind component,Skin temperature
2000,1,1,1300,1025167.375,98725.75,276.660888671875,-1.0268316268920898,269.21337890625,-0.5685608386993408,277.51806640625
2000,1,2,1300,1015655.8125,98859.3125,279.237060546875,-0.5729297995567322,274.359130859375,-1.5869503021240234,280.13671875
2000,1,3,1300,1071174.0,99045.0625,280.163330078125,-0.07279384136199951,273.536376953125,-1.1477622985839844,281.592529296875
2000,1,4,1300,781392.125,98443.625,280.652099609375,0.5251738429069519,278.522705078125,-0.7812676429748535,281.7265625
2000,1,5,1300,953664.9375,98408.125,281.7705078125,0.22311055660247803,276.90234375,0.468153715133667,282.314697265625
2000,1,6,1300,654331.9375,98448.6875,282.543701171875,0.18955093622207642,279.20703125,-0.2105720043182373,283.549072265625
2000,1,7,1300,514092.0,98592.3125,280.885986328125,-0.6724954843521118,277.744873046875,-0.23073238134384155,282.781005859375
2000,1,8,1300,948713.0,98528.0625,280.109375,-1.1288213729858398,274.768310546875,0.7634479999542236,282.279296875
2000,1,9,1300,907165.0,98487.0,278.586669921875,-1.119786262512207,274.808837890625,0.7024877667427063,280.4599609375
2000,1,10,1300,1049500.0,98951.375,278.35546875,-1.603114128112793,274.68212890625,-0.1306443214416504,280.885498046875
2000,1,11,1300,867311.25,99455.0,278.36181640625,-1.559255599975586,273.990234375,-0.40839678049087524,280.5732421875
